card_id,title,rarity,type,faction,brief,must_have,avoid,background,lighting
decay_decay_surge,Decay Surge,rare,Ritual,Decay,Decay Surge: ritual moment — Gain 1 Energy at the start of each turn.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_festering_roots,Festering Roots,uncommon,Ritual,Decay,"Festering Roots: ritual moment — Whenever you gain Block, apply 1 Poison to attacker.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_blight_shield,Blight Shield,uncommon,Ritual,Decay,Blight Shield: ritual moment — Gain 8 Block at the start of combat.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_poisonous_aura,Poisonous Aura,rare,Ritual,Decay,Poisonous Aura: ritual moment — Enemies entering combat start with 2 Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_deaths_embrace,Death’s Embrace,rare,Ritual,Decay,Death’s Embrace: ritual moment — All Strikes heal you for damage dealt.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_pestilent_bond,Pestilent Bond,uncommon,Ritual,Decay,"Pestilent Bond: ritual moment — Whenever you play a Ritual, draw 1 card.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_blighted_path,Blighted Path,rare,Ritual,Decay,Blighted Path: ritual moment — All Tactics cost 0 next turn.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_ichor_of_life,Ichor of Life,rare,Ritual,Decay,"Ichor of Life: ritual moment — At end of combat, heal 5 HP per Poison applied.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_eternal_decay,Eternal Decay,legendary,Ritual,Decay,Eternal Decay: ritual moment — Retain all unplayed cards at end of combat.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
elemental_flame_lash,Flame Lash,common,Strike,Elemental,Flame Lash: strike moment — Apply 1 Burn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_spark_jab,Spark Jab,common,Strike,Elemental,Spark Jab: strike moment — Deal 4 damage twice.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_electro_surge,Electro Surge,uncommon,Strike,Elemental,Electro Surge: strike moment — Stun if enemy has Burn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_gale_slash,Gale Slash,uncommon,Strike,Elemental,Gale Slash: strike moment — Draw 1 card.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",high pass / fast-moving clouds,cool daylight key; white rim
elemental_thunder_clap,Thunder Clap,rare,Strike,Elemental,Thunder Clap: strike moment — Deal to all enemies.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_ice_shard,Ice Shard,common,Strike,Elemental,Ice Shard: strike moment — Apply 1 Chill.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_shockwave,Shockwave,uncommon,Strike,Elemental,Shockwave: strike moment — Enemy has 20% chance to miss next turn due to Paralysis.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_lava_burst,Lava Burst,uncommon,Strike,Elemental,Lava Burst: strike moment — Apply 2 Burn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_storm_fang,Storm Fang,common,Strike,Elemental,"Storm Fang: strike moment — If enemy has Chill, +2 damage.",elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_frost_bite,Frost Bite,rare,Strike,Elemental,Frost Bite: strike moment — Apply 2 Chill.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_arc_bolt,Arc Bolt,uncommon,Strike,Elemental,Arc Bolt: strike moment — Pierces Block.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_ember_shot,Ember Shot,common,Strike,Elemental,Ember Shot: strike moment — Deal Burn next turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_wind_cleave,Wind Cleave,uncommon,Strike,Elemental,Wind Cleave: strike moment — All enemies if you have >=2 Chill.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",high pass / fast-moving clouds,cool daylight key; white rim
elemental_volt_barrage,Volt Barrage,rare,Strike,Elemental,Volt Barrage: strike moment — Deal 4\u00d7 damage.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_glacial_edge,Glacial Edge,common,Strike,Elemental,Glacial Edge: strike moment — Apply Chill and draw 1.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_static_shield,Static Shield,common,Tactic,Elemental,Static Shield: tactic moment — Enemy takes 3 damage on attack.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_flame_guard,Flame Guard,uncommon,Tactic,Elemental,Flame Guard: tactic moment — Apply 1 Burn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_gust_barrier,Gust Barrier,common,Tactic,Elemental,Gust Barrier: tactic moment — Draw 1 if you have Chill.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_frost_wall,Frost Wall,uncommon,Tactic,Elemental,Frost Wall: tactic moment — Apply 2 Chill.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_thunder_ward,Thunder Ward,common,Tactic,Elemental,Thunder Ward: tactic moment — Next Strike costs 0.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_magma_mantle,Magma Mantle,uncommon,Tactic,Elemental,Magma Mantle: tactic moment — Apply Burn to all enemies.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_zephyr_veil,Zephyr Veil,common,Tactic,Elemental,Zephyr Veil: tactic moment — Dodge next attack.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",high pass / fast-moving clouds,cool daylight key; white rim
elemental_icy_embrace,Icy Embrace,uncommon,Tactic,Elemental,Icy Embrace: tactic moment — Enemy loses 1 Strength when blocked.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_scorching_aura,Scorching Aura,common,Tactic,Elemental,Scorching Aura: tactic moment — Apply 1 Burn at end of turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_storm_sentinel,Storm Sentinel,uncommon,Tactic,Elemental,Storm Sentinel: tactic moment — Summon storm wisp: deals 2 damage each turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_frost_step,Frost Step,common,Tactic,Elemental,Frost Step: tactic moment — Gain 1 Chill and 1 Energy.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_electro_glyph,Electro Glyph,uncommon,Tactic,Elemental,Electro Glyph: tactic moment — Next two Strikes apply +1 Burn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_molten_ward,Molten Ward,common,Tactic,Elemental,Molten Ward: tactic moment — Gain Burn when blocked.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_elemental_ward,Elemental Ward,uncommon,Tactic,Elemental,Elemental Ward: tactic moment — Gain 10 Block if you played a Ritual this turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_avalanche,Avalanche,uncommon,Tactic,Elemental,Avalanche: tactic moment — Apply 1 Chill to all enemies.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_elemental_ritual,Elemental Ritual,common,Ritual,Elemental,Elemental Ritual: ritual moment — Gain 1 Energy next turn if you played a Ritual.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_burning_ritual,Burning Ritual,uncommon,Ritual,Elemental,"Burning Ritual: ritual moment — At end of turn, apply 1 Burn to all enemies.",elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_storm_ritual,Storm Ritual,rare,Ritual,Elemental,Storm Ritual: ritual moment — All Strikes deal +2 damage this turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_glacial_surge,Glacial Surge,rare,Ritual,Elemental,"Glacial Surge: ritual moment — At start of turn, apply 1 Chill to all enemies.",elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_lava_flow,Lava Flow,uncommon,Ritual,Elemental,"Lava Flow: ritual moment — Whenever you play a Strike, apply 1 Burn.",elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_zephyr_shield,Zephyr Shield,uncommon,Ritual,Elemental,Zephyr Shield: ritual moment — Gain 8 Block at start of combat.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",high pass / fast-moving clouds,cool daylight key; white rim
elemental_frost_armor,Frost Armor,rare,Ritual,Elemental,Frost Armor: ritual moment — Enemies lose 1 Energy when attacking.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_chain_lightning,Chain Lightning,rare,Ritual,Elemental,Chain Lightning: ritual moment — Deal 4 damage to 2 random enemies.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_ember_bond,Ember Bond,uncommon,Ritual,Elemental,"Ember Bond: ritual moment — Whenever you play a Ritual, draw 1 card.",elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",lava field / heat shimmer,fiery orange key; cool blue rim
elemental_frozen_path,Frozen Path,rare,Ritual,Elemental,Frozen Path: ritual moment — All Tactics cost 0 next turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",blue ice cave / drifting snow,cold cyan key; faint warm rim
elemental_storms_embrace,Storm’s Embrace,rare,Ritual,Elemental,"Storm’s Embrace: ritual moment — At end of combat, gain 5 Energy.",elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",storm cliffs / forked lightning,electric blue key; warm rim
elemental_eternal_elemental,Eternal Elemental,legendary,Ritual,Elemental,Eternal Elemental: ritual moment — Retain all unplayed cards at end of combat.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_rune_of_fury,Rune of Fury,uncommon,Ritual,Elemental,Rune of Fury: ritual moment — All Strikes deal +2 damage.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_rune_of_defense,Rune of Defense,uncommon,Ritual,Elemental,Rune of Defense: ritual moment — All Tactics cost 0 next turn.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
elemental_rune_of_elements,Rune of Elements,rare,Ritual,Elemental,Rune of Elements: ritual moment — Strikes and Tactics apply one random elemental status.,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels",elemental shrine,element-colored key; neutral rim
placeholder_growth,Filler Growth,common,Skill,Growth,Filler Growth: skill — gain_block 5; draw_cards 1,leaf/seed/vine motifs; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
placeholder_decay,Filler Decay,common,Attack,Decay,Filler Decay: attack — deal_damage 7; apply_status 1,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
placeholder_elemental,Filler Elemental,uncommon,Power,Elemental,Filler Elemental: power — gain_power 1,elemental VFX matching name (fire/ice/lightning/wind/lava); runic embers,"guns, modern tech, text labels","storm sky / rocky outcrop (swap to ice cave, lava field as fits)",strong key from element color; neutral fill; opposite-color rim
